correo|nombre|dire|pais|departamento|prov|dist|ruc|rep|telefono|correo
info@pasalavozcusco.org |pasa la voz - |calle lima 01 - barrio profesional ||cusco |||||(084) 242606 |info@pasalavozcusco.org 
crequena@caritas.org.pe |pastoral social caritas requena - |plaza san francisco 104 ||loreto |||||(065) 412073 |crequena@caritas.org.pe 
info@patronatomachupicchu.org |patronato de cultura machupicchu - |urb. kennedy a - calle turquesas e-11 ||cusco |||||984600370|info@patronatomachupicchu.org 
jimenezsardon@gmail.com |patronato de la cultura altiplanica - pca |av. el cortijo 425 monterrico ||lima |||||986062626|jimenezsardon@gmail.com 
trujilloahora@yahoo.es |patronato trujillo ¡ahora! - |jr. san martin 455 - centro civico ||la libertad |||||(044) 225479 |trujilloahora@yahoo.es 
perualdesarrollosigloxxi@hotmail.com |peru al desarrollo siglo xxi - pedesi xxi |"residencia de empleados pabellon ""n"" 103 "||pasco |||||963694767|perualdesarrollosigloxxi@hotmail.com 
info@peruchildrenscharity.org |peru childrens charity - |av. javier prado oeste 650 dpto. 502 ||lima |||||970622039|info@peruchildrenscharity.org 
peruenaccion@peruenaccion.org / |peru en accion - |jr. anaximandro vega 140, 2° piso ||cajamarca |||||(076) 351970 / 976121110 |peruenaccion@peruenaccion.org / 
info@perumission.org |peru mission - christian missionary society - |calle los alamos 427 , urb. fatima ||la libertad |||||950873533 / 979991530 |info@perumission.org 
zevalloselmer@yahoo.com |peru tierra nueva - |jr. nazca 220 ||junín |||||064-366638 / 964217693 |zevalloselmer@yahoo.com 
peru.unido.con.amor@hotmail.com |peru unido con amor - p.u.c.a |jr. san martín 124 ||ayacucho |||||066-402701 |peru.unido.con.amor@hotmail.com 
paguila_653@yahoo.es ||alfonso ugarte 1452 ||lambayeque |||||074 - 270564 / 074-225147 |paguila_653@yahoo.es 
elfelipeman@gmail.com |pozos de agua viva-peru - pavperu |prolg. av. richard cushing mza. e lote 12, urb. los titanes, 2° etapa ||piura |||||(073) 615254 |elfelipeman@gmail.com 
pronaturaleza@pronaturaleza.org |pro naturaleza - fundacion peruana para la conservacion de la naturaleza - |calle doña juana 137 urb. los rosales ii etapa ||lima |||||271-2662 |pronaturaleza@pronaturaleza.org 
coordinacion@kairosperu.org |proceso kairos - peru - |jr. huancayo 288 oficina 301 ||lima |||||651-3695 |coordinacion@kairosperu.org 
jcaravedo@prodialogo.org |prodialogo, prevencion y resolucion de conflictos - prodialogo |calle chiclayo 608 ||lima |||||444-0448 |jcaravedo@prodialogo.org 
proetica@proetica.org.pe |proetica - consejo nacional para la etica publica - proetica |calle manco capac 826 ||lima |||||446-8941 / 446-8943 / 446-|proetica@proetica.org.pe 
mccerpa@profonanpe.org.pe / prf@profonanpe.org.pe |profonanpe - |av. javier prado oeste 2378 - urb. santa rosa ||lima |||||218-1049 / 218-1097 / 315-|mccerpa@profonanpe.org.pe / prf@profonanpe.org.pe 
alvarowhittembury@hotmail.es |programa andino de cooperacion y tecnologia de organizacion - pacto - |calle coronel odriozola 520-2 ||lima |||||222-8569 |alvarowhittembury@hotmail.es 
contacto@pan-soy.com |programa de apoyo nutricional basado en soya (pan-soy) - |calle general recavarren 111 oficina 805 ||lima |||||604-0100 |contacto@pan-soy.com 
pades_tacna@yahoo.es |programa de apoyo y desarrollo sostenible - pades - tacna |calle zela 853 ||tacna |||||950950280|pades_tacna@yahoo.es 
ongprojoven.sechura@hotmail.com |- |"av. bayovar mz. ""r"" lote 09 aa.hh tupac amaru "||piura |||||941866341|ongprojoven.sechura@hotmail.com 
eortiz@progreso.com.pe |programa de gestion de recursos sociales - progreso |av. san martin de porres 556 barrio aranjuez ||cajamarca |||||076 368277 |eortiz@progreso.com.pe 
prosaden@live.com |programa de salud y desarrollo nacional - prosaden |jr. añaquito 117 urb. maranga ||lima |||||4521760|prosaden@live.com 
juliocesar@prosa.org.pe |programa de soporte a la autoayuda de personas seropositivas - prosa |jr. pablo bermudez 177, dpto. 504 ||lima |||||3300251|juliocesar@prosa.org.pe 
aquispe@plades.org.pe |programa laboral de desarrollo - plades |av. general cordova 1198 ||lima |||||265-9232 |aquispe@plades.org.pe 
elena@vinetrust.org |programa medico esperanza amazonica del peru - |calle general varela 170 ||lima |||||943492756 / 445-9304 |elena@vinetrust.org 
prodelambayeque@gmail.com |progreso y desarrollo lambayeque - |calle melchor sevilla 255 ||lambayeque |||||994232278|prodelambayeque@gmail.com 
prohdesar.peru@gmail.com |prohdesar - |jr. jose sabogal 124 ||cajamarca |||||921900730 / 943568575 |prohdesar.peru@gmail.com 
inicam@inicam.org.pe |promocion y capacitacion para el desarrollo - promcad-inicam |av. javier prado oeste 1418 ||lima |||||422-3138 / 422-0336 |inicam@inicam.org.pe 
prodemu@terra.com.pe ||jr. ramon castilla 954 ||san martín |||||(042) 527685 |prodemu@terra.com.pe 
janaya@irvg.org / condoray@speedy.com.pe |promotora de obras sociales y de instruccion popular - prosip |carretera panamericana sur km. 144 ||lima |||||581- 2261 / 581-2476 |janaya@irvg.org / condoray@speedy.com.pe 
cguarnizo@prosynergy.org.pe |prosynergy - |av. la fontana 1188, 2° piso b, santa patricia ||lima |||||3401870 /3401871 |cguarnizo@prosynergy.org.pe 
proydesperu@gmail.com |proyeccion y desarrollo - proydes - |avenida general garzon 1839 ||lima |||||460-3428 |proydesperu@gmail.com 
pratec@pratec.org.pe |proyecto andino de tecnologias campesinas - pratec |jr. daniel alcides carrion 866 ||lima |||||261-2825 |pratec@pratec.org.pe 
prodiacajamarca@gmail.com |proyecto de desarrollo integral andino - prodia |jr. san martin 272 ||cajamarca |||||(076) 263406 |prodiacajamarca@gmail.com 
prodesi.ongd@yahoo.es |proyecto de desarrollo sostenible integral - |calle san martin 1811 ||cajamarca |||||(076) 432895 |prodesi.ongd@yahoo.es 
profae@yahoo.es |proyecto familia y agroecologia - profae |calle antigua samegua j-1 ||moquegua |||||053-461990 |profae@yahoo.es 
galiaga@ialiaga.com |proyecto futuro peru - |jr. jose de la torre ugarte 570 ||lima |||||2212375|galiaga@ialiaga.com 
iquitospeopleperu@hotmail.com |proyecto mundo mejor peru - |calle 10 de agosto 364 ||loreto |||||968-150557 |iquitospeopleperu@hotmail.com 
pro-vidas@hotmail.com |providas |calle 8 de octubre j-2 ||cusco |||||(084) 256539 |pro-vidas@hotmail.com 
info@proyectovidaenjesus.org |proyecto vida en jesus - proyecto vida |av. infancia 452, dpto. 402 ||cusco |||||984628953|info@proyectovidaenjesus.org 
msalinas@pvm.org.pe |proyecto vida mundial - |calle andromeda 112 urb. almirante miguel grau ||callao |||||correo electrónico: |msalinas@pvm.org.pe 
prodebis@prodebis-peru.org |proyectos de desarrollo y bienestar social - prodebis - |jiron huascar 1655 ||lima |||||2652546|prodebis@prodebis-peru.org 
doctor-alejandrovelez@hotmail.com |psicoterapeutas sin fronteras - |calle mercedes gallagher de paris 397 - oficina 505 ||lima |||||566-2152 |doctor-alejandrovelez@hotmail.com 
anabeli.pajuelo@puckllay.org |puckllay - |jr. nazca 656 dpto. 1103 ||lima |||||332-5789 |anabeli.pajuelo@puckllay.org 
jpvizcarra@yahoo.com |red andina de desarrollo y corresponsabilidad - codenet |calle victor maurtua 140 - oficina 302 ||lima |||||650-6124 |jpvizcarra@yahoo.com 
raaaperu@raaa.org.pe |red de accion en agricultura alternativa - raaa |jr.julio rodavero 682 - urb. las brisas - cercado ||lima |||||7150820|raaaperu@raaa.org.pe 
rae@raeperu.org.pe |red de agricultura ecologica del peru - rae peru |pasaje capri 140, urb. santa catalina ||lima |||||4760759|rae@raeperu.org.pe 
rasa@rasajoven.com |red de aliados para las sociedades abandonadas - rasa joven - |mz. e3 lote b 303 urb. monserrate iv etapa ||la libertad |||||(044) 663757 |rasa@rasajoven.com 
redia.ucayali@gmail.com |red de integracion amazonica - ucayali - rediau |jr. tacna 520, 2° piso a - ciudad de pucallpa ||ucayali |||||937143727 / 938143727 |redia.ucayali@gmail.com 
muqui@muqui.org / jjahncke@muqui.org |red muqui - |av. republica de chile 641 ||lima |||||332-6525 |muqui@muqui.org / jjahncke@muqui.org 
directoraejecutiva@rnpm.org.pe |red nacional de promocion de la mujer - rnpm |calle 6 de agosto 759 ||lima |||||431 2141 |directoraejecutiva@rnpm.org.pe 
redinfa2007@gmail.com |red para la infancia y la familia - peru - |av. mariscal castilla 287 ||lima |||||2426809|redinfa2007@gmail.com 
saywa_comunicacionindigena@hotmail.com |red saywa - comunicacion indigena para el desarrollo sostenible - red saywa |jr. jose maria arguedas 125 - belen ||ayacucho |||||066-311755 |saywa_comunicacionindigena@hotmail.com 
rsp@redsidaperu.org.pe |red sida peru - |av. ignacio merino 1855 of. 304 ||lima |||||472-4433 |rsp@redsidaperu.org.pe 
titikaka_peru21@yahoo.es |humano - rediec |jr. telesforo catacora 124 ||puno |||||(054) 355422 |titikaka_peru21@yahoo.es 
manosperu@manosperu.org |red uniendo manos peru - |jr. daniel alcides carrion 844-b ||lima |||||261-3037 |manosperu@manosperu.org 
publicas10@yahoo.es |redes solidarias - |psj. manuel carbajal 147 ||lima |||||990061997|publicas10@yahoo.es 
reflexion@reflexiondemocratica.org.pe |reflexion democratica - |pasaje acuña 127 - oficina 310 ||lima |||||427-3311 / 4273314 |reflexion@reflexiondemocratica.org.pe 
remandoporelcallao@outlook.com.pe |remando por el callao - |av. elmer faucett n° 359, oficina 301 urb. maranga ||lima |||||453 4815 |remandoporelcallao@outlook.com.pe 
reskatekultural@yahoo.es |reskate kultural - resku |los ficus k-9 primera etapa piura ||piura |||||073-350464 |reskatekultural@yahoo.es 
wjquinpa@gmail.com |ricchari peru - |jr. ripamontti 104 ||junín |||||979000558|wjquinpa@gmail.com 
rrasesoresyconsultores@hotmail.com |rr asesores & consultores - |jr. tarma n°119 oficina 601 ||lima |||||3308636|rrasesoresyconsultores@hotmail.com 
informes@saludsinlimitesperu.org.pe |salud sin limites peru - |jr. manuel arrisueño 604 oficina 302 ||lima |||||2659176|informes@saludsinlimitesperu.org.pe 
samusocial@samusocialperu.org |samusocial peru - |calle eleazar blanco 260, urb. colmenares ||lima |||||463-1831 |samusocial@samusocialperu.org 
jorge_desk@hotmail.com / vquispei@hotmail.com |san javier del peru - |calle las tunas 417 - urb. los recaudadores ||lima |||||436-4889 |jorge_desk@hotmail.com / vquispei@hotmail.com 
mibumuni@hotmail.com / sonia.0105@hotmail.com |el porvenir-chincheros-apurimac - swzmerl - ong |jr. yon escobedo 808 urb. las viñas ||lima |||||998966577 / 996938242 / |mibumuni@hotmail.com / sonia.0105@hotmail.com 
xquerol@sector3sgv.org / info@sector3sgv.org |sector 3 social venture group - |av. mariscal la mar 1120, oficina 102 ||lima |||||517-9632 |xquerol@sector3sgv.org / info@sector3sgv.org 
contactenos@seguridadvialperu.com |seguridad vial peru - |jr. manuel atanasio fuentes 919, 1° piso, oficina 101 ||lima |||||4213125 / 2217046 |contactenos@seguridadvialperu.com 
mcamposb45@hotmail.com |sembrando porvenir - |av. flora tristan 540 - urb. santa patricia ||lima |||||348-7243 / 996453489 |mcamposb45@hotmail.com 
rzevallos@senseintperu.org |sense internacional - peru - |jr. daniel alcides carrion 202, oficina 205, urb. primavera ||lima |||||457-2932 |rzevallos@senseintperu.org 
sendaong@hotmail.com |sensibilizacion, diagnostico y analisis - senda |jr. mariano angulo 2842 ||lima |||||562-1966 |sendaong@hotmail.com 
saipecondor@gmail.com |servicio agropecuario para la investigacion y promocion economica - saipe |calle juan velasco alvarado s/n nieva ||amazonas |||||976003082|saipecondor@gmail.com 
provida@smprovida.com |servicio de medicinas pro-vida - |jr. san martin 102 ||lima |||||263-1235 |provida@smprovida.com 
seprica_hvca@yahoo.es |servicio de promocion integral del campesinado - seprica |jr. arica 246 ||huancavelica |||||067-368627 |seprica_hvca@yahoo.es 
sepec@sepec.org |servicio ecumenico de pastoral y estudios de la comunicacion - sepec |calle francisco de zela 1027 (altos) ||lima |||||4716847|sepec@sepec.org 
direccion@sedir.org.pe |servicio para el desarrollo integral rural - sedir |mz. 54 lote 22 poblado de moro ||ancash |||||(043) 635832 |direccion@sedir.org.pe 
sedes@sedesperu.org |servicio y desarrollo - sedes |jr. alfredo maldonado 654 (ex. jose payan) ||lima |||||471-6151 |sedes@sedesperu.org 
sea@seaperu.org |servicios educativos el agustino - sea |jr. renan elias olivera 249. urb. la corporacion ||lima |||||717-7042 / 717-7043 |sea@seaperu.org 
separ@separ.org.pe |servicios educativos, promocion y apoyo rural - separ |av. francisco solano 209 san carlos ||junín |||||(064) 223107 |separ@separ.org.pe 
sidavida@sidavida.org.pe |si, da vida - |calle henry arredondo 201-urb. cayetano heredia ||lima |||||4810392 / 4839317 |sidavida@sidavida.org.pe 
linda.quispe@hotmail.com |social capital for development - scfd |jr. kokan 748, 3° piso urb. mangomarca ||lima |||||421-5248 |linda.quispe@hotmail.com 
humanvision05@yahoo.es |sociedad nacional del adulto mayor - sonama |jr. ica 119 ||ayacucho |||||968567726|humanvision05@yahoo.es 
mmazuelos@spda.org.pe |sociedad peruana de derecho ambiental - spda |av. prolongacion arenales 437 ||lima |||||612-4700 |mmazuelos@spda.org.pe 
director.ejecutivo@cruzroja.org.pe |sociedad peruana de la cruz roja / cruz roja peruana - |av. arequipa 1285, urb. santa beatriz ||lima |||||266-0481 |director.ejecutivo@cruzroja.org.pe 
sodisperu@gmail.com |discapacidad - sociedad y discapacidad |calle porta 130, oficina 809 ||lima |||||635-6346 |sodisperu@gmail.com 
gzegarra@sociosperu.org.pe |socios peru: centro de colaboracion civica - |av. general cordova 700, oficina 4-c ||lima |||||421-1322 |gzegarra@sociosperu.org.pe 
cpisfil@solaris.org.pe |solaris peru - solaris peru |jr. tomas ramsey 508 - urb. primavera ||lima |||||463-0186 anexo 100 / 463-|cpisfil@solaris.org.pe 
nebafe@hotmail.com |solidaridad mundial para el desarrollo - somdes |jr. jose galvez 330 santa ana ||ayacucho |||||(066) 313200 |nebafe@hotmail.com 
socavi-@hotmail.com |solidaridad y calidad de vida - socavi |jr. coracora 318, 2° piso ||apurimac |||||949490968|socavi-@hotmail.com 
consultas@solidaritasperu.com |solidaritas peru - |calle camilo blas 408, interior 503 urb. la calera ||lima |||||293-0080 |consultas@solidaritasperu.com 
juanmanuel@sep.org.pe |soluciones empresariales contra la pobreza - |calle los laureles 365 ||lima |||||6164444|juanmanuel@sep.org.pe 
sonccollayperu@gmail.com |sonccollay peru, corazoncito peru - |sector las vegas mz. c lote 6, chosica ||lima |||||988064401|sonccollayperu@gmail.com 
sonrisa-feliz-ong@hotmail.com |sonrisa feliz - sf |av. canada 708 ||lima |||||571- 1742 / 991419589 |sonrisa-feliz-ong@hotmail.com 
cangulo61@hotmail.com |sonrisas para el futuro - |calle simbila d-13 urb. la capullana ||lima |||||271-5509 |cangulo61@hotmail.com 
prodriguez@sumbi.org.pe / sumbi@chavin.rpc.net.pe |sumbi - |jr. juan pazos 105 ||lima |||||477-9727 / 247-3067 |prodriguez@sumbi.org.pe / sumbi@chavin.rpc.net.pe 
secretaria@tacif.com |taller de capacitacion e investigacion familiar - tacif |calle capac yupanqui 1082 ||lima |||||472-5011 |secretaria@tacif.com 
asociacioncultural@arenayesteras.org |taller de educacion y comunicacion a traves del arte arena y esteras - |sector 3 grupo 24 mz e lote 20 ||lima |||||2877221|asociacioncultural@arenayesteras.org 
tadepa@tadepaayacucho.com / florenciotadepa@hotmail.com |taller de promocion andina - tadepa |jr. sol 416 ||ayacucho |||||(066) 403232 |tadepa@tadepaayacucho.com / florenciotadepa@hotmail.com 
tarea@tarea.pe |tarea asociacion de publicaciones educativas - |parque osores 161 ||lima |||||424-0997 |tarea@tarea.pe 
atencionalcliente@tecsup.edu.pe |tecsup nº1 - |av. cascanueces 2221 ||lima |||||317-3900 |atencionalcliente@tecsup.edu.pe 
info@terraviridis.org.pe |terra viridis - |miguel aljovin 806 ||lima |||||2436676|info@terraviridis.org.pe 
lizbeth.gomez@outlook.com |the peru children´s trust - huancayo - |jr. los rosales 112 ||junín |||||(064) 240590 |lizbeth.gomez@outlook.com 
oscar@vinetrust.org |the vine trust (peru) - |calle mariscal sucre 184, interior 201 ||lima |||||441-1015 |oscar@vinetrust.org 
tierradeninos@tierradeninos.org |tierra de niñ@s - |calle bartolome herrera 579 - b, 2° piso ||lima |||||347-6449 / 990187993 |tierradeninos@tierradeninos.org 
tierraprometidatm@hotmail.com |tierra prometida - |av. raymondi 362 oficina 02 ||huánuco |||||962087555|tierraprometidatm@hotmail.com 
info@tierrayser.org |tierra y ser - |calle los aviadores 221 ||lima |||||275-1923 / 255-4717 |info@tierrayser.org 
trabajodemisilencio@yahoo.com.pe ||jr. jacaranda 222 ||cusco |||||(084) 227394 - 202041/ |trabajodemisilencio@yahoo.com.pe 
gtavara@transparencia.org.pe |transparencia - |av. belen 389 ||lima |||||441-3234 |gtavara@transparencia.org.pe 
karim.rifaib@gmail.com |üaiki global initiative - |av. encalada 1388, interior 1004 ||lima |||||950236968|karim.rifaib@gmail.com 
director@undiadeesperanzaperu.org |un dia de esperanza - aude |av. jose galvez 1257 ||callao |||||429-7304 / 981155266 |director@undiadeesperanzaperu.org 
rosabenitesv@hotmail.com |un mundo de todos, recursos solidarios - |calle luis montero 311-315 - urbanizacion el bosque ||la libertad |||||044 - 425032 |rosabenitesv@hotmail.com 
a.c.unaluzdeesperanza@hotmail.com |una luz de esperanza para los mas necesitados - |jr. abancay nº 108 ||huánuco |||||962-078827 |a.c.unaluzdeesperanza@hotmail.com 
ortizcentybertin@hotmail.com |uniendo corazones en el mundo - uncomundo |av. tomas valle 3153 ||callao |||||989215110|ortizcentybertin@hotmail.com 
uclt2004@yahoo.es |union cultural latinoamericana - peru - ucl - peru |jr. micaela bastidas 160 - urb. pio pata ||junín |||||979089092|uclt2004@yahoo.es 
ecatuntanain@hotmail.com / presidente.ecarct@gmail.com |reserva comunal tunta nain - eca - tunta nain |barrio vista alegre mz. s1 - lote 1, juan velasco alvarado ||amazonas |||||9964718256 / 996470302 |ecatuntanain@hotmail.com / presidente.ecarct@gmail.com 
quinea@speedy.com.pe |uema-pr |las golondrinas 367 primer piso ||lima |||||4410140|quinea@speedy.com.pe 
uqllaypacha@gmail.com |uqllay pacha - |av. goyeneche 407, interior altos 2° piso ||arequipa |||||980707515|uqllaypacha@gmail.com 
carvec2@gmail.com ||jr. saposoa 181 ||san martín |||||(042) 527964 |carvec2@gmail.com 
ceo@vacrecer.org |vacrecer rural - |calle antonio de andueza 249 dpto. 301 - urb. la merced ||la libertad |||||(044) 662388 |ceo@vacrecer.org 
pablo_cesar_2@hotmail.com |amazonia - voces de la amazonia |pasaje samuel pastor cuadra 01 -7k6-a-2 ||madre de dios |||||974615211|pablo_cesar_2@hotmail.com 
